user_query,structured_query,unstructured_query,relevant_tables,reasoning_decomposition,ocr_info,hints_ocr,is_document_type_present_in_subquery_1,incorrect_extraction,structured_sql_query,structured_response,is_executed_merging_call,final_answer,ground_truth
Get the set number from the Covering Schedule document for work item pdf12 and page 9.,Get the set number from the Covering Schedule document for work item pdf12 and page 9.,None,['CS'],"The query is asking for the set number from a specific Covering Schedule document for a particular work item and page number. Since the document type and specific details are mentioned, we can extract the set number based on the identified column names.","""COVERING SCHEDULE CHINA CONSTRUCTION BANK NINGBO BR . INTL DEPT . RM 1413 , 14 FL , 36 LIU TING STREET NINGBO 315007 CHINA SWIFT : PCBCCNBJNPX DATE : 23 AUGUST 2012 TO : \u2022 ICICI BANK LTD . , 58 , DHARMAPALA MAWATHA , COLOMBO 07 , SRILANKA PLS ALWAYS QUOTE OUR REFERENCE ' NO :: 83007-1100768351 L / C NO.:976MLC6812 INVOICE NO.:JL-2012395 ISSUED BY : ICICI BANK LTD APPLICANT : ASSOCIATED CEAT ( PVT ) LTD P.O BOX 52 , NUNGAMUGODA , KELANIYA BENEFICIARY : NINGBO JINLUN IMPORT AND EXPORT CO . LTD , JINLUN GROUP OFFICE BUILDING , ZONGHAN STREET , CIXI , ZHEJIANG CHINA . TENOR : SIGHT MATURITY : N / A DEAR SIRS : PLEASE FIND HEREWITH THE FOLLOWING DOCUMENTS FOR YOUR PAYMENT . DRAFT 2 5 INV P / L C / O B / L INSP 4 2 + 2 3/3 2 DRAWING AMOUNT : USD 75,024.43 TOTAL AMOUNT : USD 75,024.43 INSTRUCTIONS TO THE ISSUING BANK / CONFIRMING BANK : WE HAVE ENDORSED THE DRAWING AMOUNT ON THE REVERSE OF THE ORIGINAL L / C . IF DOCUMENTS NOT ACCEPTABLE PLEASE ADVISE BY IMMEDIATE TESTED SWIFT AND STATE THE REASON . PAYMENT INSTRUCTION : PLS REMIT PROCEEDS BY ADVICE \u03a4\u039f US FOR CREDIT ACCOUNT OF CHINA TELETRANSMISSION QUOTING OUR REF NO . ABOVE UNDER CONSTRUCTION BANK N.A. , NEW BANK YORK , NY WITH H.O. ( SWIFT : PCBCCNBJ ) ( SWIFT : BOFAUS3N ) A / C NO .. 6550590121 OF AMERICA , PLEASE DO NOT COMBINE PAYMENTS . THIS IS THE COMPUTERIZED DOCUMENT , NO SIGNATURE REQUIRED . TF - 25395 ""","{'image_name': '', 'page_no': '9', 'work_item_number': 'pdf12'}",YES,NO,"SELECT CS_set_number 
FROM CS 
WHERE CS_work_item_no = 'pdf12' 
AND CS_pdf_page_no = '9'",[[1]],False,[[1]],1
Could you extract the drawer name in the Covering Schedule document for the document name pdf14_9.png?,What is the drawer name in the Covering Schedule document for the document name pdf14_9.png?,Could you extract the drawer name in the Covering Schedule document for the document name pdf14_9.png?,['CS'],The user is asking for the drawer name in the Covering Schedule document with the specific document name pdf14_9.png.,"""HSBC \u2611 HSBC BANK PLC TRADE AND SUPPLY CHAIN LONDON TRADE SERVICES CENTRE LEVEL 2 , 62-76 PARK STREET LONDON SE1 9RN Date : 12JUL2012 ICICI BANK LTD OPERA HOUSE BRANCH 396/410 SHAMITHA TERRACE LAMNGTON ROAD OPERA HOUSE MUMBAI 400004 MAHARASHTRA INDIA Please always quote our bill reference : OBCLDI777709LDI Drawer : Drawee : Tenor : LONDON METALS AND COMMODITIES LTD M / S VARDIMAN FERRO ALLOYS SHRI MUNI SURAT COMPLEX BLDG NO L GODOWN NO L 1 REHNAL VILLAGE REHNAL BHIWANDI 420 302 AT SIGHT Relating to shipment of Vessel / Carrier : Due Date : T Term / Destination : Bill amount USD Less your charges USD Plus our charges USD 99.992.99 0.00 125.00 Total amount claimed USD 100,117.99 Documents 1st 2nd Documents 15 2nd Draft Invoice 2 Customs Certificate Customs Invoice Insurance Policy 2 Packing List Weight Note Bill of lading 3/3 Inspection Certificate Cert of origin Airway bill Export Licence Non - Negotiable B / L 3 CERT OF ANALYSIS 2 Presentation is undertaken subject to Uniform Rules for Collection ICC Publication no . 522 ( Revision 1995 ) or as subsequently amended . CIBD OPERA HOUS \u0b87 14/07112 12-38 . HSBC Bank plc London Trade and Supply Chain Services Centre , PO Box 61008 , 62-76 Park Street , London SEI 9RN Tel : 020 7200 1464 Fax : 020 7260 5637 www.ukbusiness.hsbc.com Registered in England number 14259 , Registered Office : 8 Canada Square , London E14 SHQ Authorised and regulated by the Financial Services Authority 22574- | ( 3 \u00d7 5-05 / 08 ) ""","{'image_name': 'pdf14_9.png', 'page_no': '', 'work_item_number': ''}",YES,NO,"SELECT CS_drawer_name 
FROM CS 
WHERE CS_document_name = 'pdf14_9.png'",[['LONDON METALS AND COMMODITIES LTD']],False,[['LONDON METALS AND COMMODITIES LTD']],LONDON METALS AND COMMODITIES LTD
Retrieve the Plus Our Charges in the Covering Schedule for work item pdf14 and page 9.,What are the Plus Our Charges in the Covering Schedule for work item pdf14 and page 9?,Retrieve the Plus Our Charges for work item pdf14 and page 9 from the Covering Schedule.,['CS'],The query is asking for the specific charges (Plus Our Charges) from the Covering Schedule related to work item pdf14 and page 9.,"""HSBC \u2611 HSBC BANK PLC TRADE AND SUPPLY CHAIN LONDON TRADE SERVICES CENTRE LEVEL 2 , 62-76 PARK STREET LONDON SE1 9RN Date : 12JUL2012 ICICI BANK LTD OPERA HOUSE BRANCH 396/410 SHAMITHA TERRACE LAMNGTON ROAD OPERA HOUSE MUMBAI 400004 MAHARASHTRA INDIA Please always quote our bill reference : OBCLDI777709LDI Drawer : Drawee : Tenor : LONDON METALS AND COMMODITIES LTD M / S VARDIMAN FERRO ALLOYS SHRI MUNI SURAT COMPLEX BLDG NO L GODOWN NO L 1 REHNAL VILLAGE REHNAL BHIWANDI 420 302 AT SIGHT Relating to shipment of Vessel / Carrier : Due Date : T Term / Destination : Bill amount USD Less your charges USD Plus our charges USD 99.992.99 0.00 125.00 Total amount claimed USD 100,117.99 Documents 1st 2nd Documents 15 2nd Draft Invoice 2 Customs Certificate Customs Invoice Insurance Policy 2 Packing List Weight Note Bill of lading 3/3 Inspection Certificate Cert of origin Airway bill Export Licence Non - Negotiable B / L 3 CERT OF ANALYSIS 2 Presentation is undertaken subject to Uniform Rules for Collection ICC Publication no . 522 ( Revision 1995 ) or as subsequently amended . CIBD OPERA HOUS \u0b87 14/07112 12-38 . HSBC Bank plc London Trade and Supply Chain Services Centre , PO Box 61008 , 62-76 Park Street , London SEI 9RN Tel : 020 7200 1464 Fax : 020 7260 5637 www.ukbusiness.hsbc.com Registered in England number 14259 , Registered Office : 8 Canada Square , London E14 SHQ Authorised and regulated by the Financial Services Authority 22574- | ( 3 \u00d7 5-05 / 08 ) ""","{'image_name': '', 'page_no': '9', 'work_item_number': 'pdf14'}",YES,NO,"SELECT CS_plus_our_charges 
FROM CS 
WHERE CS_work_item_no = 'pdf14' 
AND CS_pdf_page_no = '9'",[['125.00']],False,[['125.00']],125
What is the drawee bank name in the Covering Schedule for the document 45A_46A_47A_testing_pdf1_4.png?,What is the drawee bank name in the Covering Schedule for the document 45A_46A_47A_testing_pdf1_4.png?,,['CS'],The query is specifically asking for the drawee bank name in the Covering Schedule document.,"""COVERING SCHEDULE # CHINA CONSTRUCTION BANK NINGBO BR . INTL DEPT . RM 1413 , 14 FL , 36 LIU TING STREET NINGBO 315007 CHINA SWIFT : PCBCCNBJNPX DATE : 23 AUGUST 2018 TO : ICICI BANK LTD . , 58 , DHARMAPALA : MAWATHA , COLOMBO 07 , SRILANKA L / C NO . 976MLC6812 INVOICE NO .: JL - 2012395 ISSUED BY : ICICI BANK LTD TENOR : PLS ALWAYS QUOTE OUR REFERENCE NO :: 83007-1100768351 APPLICANT : ASSOCIATED CEAT ( PVT ) LTD P.O BOX 52 , NUNGAMUGODA , KELANIYA BENEFICIARY : M / S SMS EXPORTS LTD , JINLUN GROUP OFFICE BUILDING , ZONGHAN STREET , CIXI , ZHEJIANG CHINA . MATURITY : SIGHT N / A DEAR SIRS : PLEASE FIND HEREWITH THE FOLLOWING DOCUMENTS FOR YOUR PAYMENT . DRAFT 2 5 INV P / L C / O B / L INSP 4 2 + 2 3/3 2 DRAWING AMOUNT : USD 14388.00 TOTAL AMOUNT : USD 14388.00 INSTRUCTIONS TO THE ISSUING BANK / CONFIRMING BANK : WE HAVE ENDORSED THE DRAWING AMOUNT ON THE REVERSE OF THE ORIGINAL L / C . IF DOCUMENTS NOT ACCEPTABLE PLEASE ADVISE BY IMMEDIATE TESTED SWIFT AND STATE THE REASON . PAYMENT INSTRUCTION : PLS REMIT PROCEEDS BY TELETRANSMISSION QUOTING OUR REF NO . ABOVE UNDER ADVICE \u03a4\u039f US FOR CREDIT ACCOUNT OF CHINA CONSTRUCTION H.O. ( SWIFT : PCBCCNBJ ) WITH BANK OF AMERICA , ( SWIFT : BOFAUS3N ) A / C NO .. 6550590121 BANK N.A. , NEW YORK , NY PLEASE DO NOT COMBINE PAYMENTS . THIS IS THE COMPUTERIZED DOCUMENT , NO SIGNATURE REQUIRED . TF - 25395 ""","{'image_name': '45A_46A_47A_testing_pdf1_4.png', 'page_no': '', 'work_item_number': ''}",YES,NO,"SELECT CS_drawee_bank_name 
FROM CS 
WHERE CS_document_name = '45A_46A_47A_testing_pdf1_4.png'",[['ICICI BANK LTD']],False,[['ICICI BANK LTD']],ICICI BANK LTD
Provide the drawer name in the Covering Schedule document for the document named pdf10_7.png.,Provide the drawer name in the Covering Schedule document for the document named pdf10_7.png.,,['CS'],The query is specifically asking for the drawer name in the Covering Schedule document related to the image named pdf10_7.png.,"""HSBC A / c 0082MFC000 4761MES 476 \u5206 -166005000003 BILL PRESENTATION SCHEDULE ICICI BANK LTD SCF 62 AND 63 SECTOR 15 FARIDABAD HARYANA 121007 INDIA TF - 22043 20008/2349985 DATE : 09AUG2012 OUR SWIFT : BBMEAEAD PLEASE ALWAYS QUOTE OUR BILL REFERENCE : BPPDUB263877COR PAGE 1 DRAWER : DRAWEE : SHARIF METALS INTERNATIONAL DMCC CONSOLIDATED COIN COMPANY P LTD 13/2 MATHURA ROAD FARIDABAD 121003 HARYANA INDIA TENOR : AT SIGHT PRESENTED ON : 16JUL2012 DUE DATE BILL AMOUNT USD 141,882.50 LESS YOUR CHARGES USD 0.00 PLUS OUR CHARGES USD 0.00 TOTAL AMOUNT CLAIMED USD 141,882.50 DOCUMENTS 1ST 2ND DOCUMENTS 1ST 2ND DRAFT INVOICE 3 CUSTOMS CERTIFICATE INSURANCE POLICY WEIGHT NOTE BILL OF LADING INSPECTION CERTIFICATE CUSTOMS INVOICE PACKING LIST CERT OF ORIGIN 1 AIRWAY BILL EXPORT LICENCE NON - NEGOTIABLE B / L PRESENTATION IS UNDERTAKEN SUBJECT TO UNIFORM RULES FOR COLLECTION ICC PUBLICATION NO . 522 ( REVISION 1995 ) OR AS SUBSEQUENTLY AMENDED . IF DOCUMENTS ARE UNACCEPTED OR UNPAID IN ACCORDANCE WITH THE SCHEDULE PLEASE STORE AND INSURE GOODS AGAINST ALL USUAL RISKS . * COLLECT YOUR CHARGES FROM DRAWEE . * RELEASE DOCUMENTS AGAINST PAYMENT . * ADVISE NON ACCEPTANCE AND / OR NON PAYMENT , STATING REASON , BY CABLE . * DO NOT WAIVE COLLECTION AND INTEREST CHARGES IF REFUSED . AS REQUESTED BY THE BENEF WE FORWARD THE ATTACHED DOCUMENT WHICH PLS ATTACH TO THE EXP . DOCS ALREADY FORWARDED TO YOU ON 16/07/2012 UNDER OUR REF BPPDUB263877COR AND PRESENT THE SAME TO THE APPLICANTS . HSBC Bank Middle East Limited \u0628\u0646\u0643 \u0625\u062a\u0634 \u0625\u0633 \u0628\u064a \u0633\u064a \u0627\u0644\u0634\u0631\u0642 \u0627\u0644\u0623\u0648\u0633\u0637 \u0627\u0644\u0645\u062d\u062f\u0648\u062f ABU DHABI OFFICE P.O. BOX 242 ABU DHABI , U.A.E. TEL .: ( 02 ) 6332200 ALAIN OFFICE P.O. BOX 1147 ALAIN , U.A.E. TEL .: ( 03 ) 7641812 As this advice has been produced by computer , no signature will be required . DEIRA OFFICE P.O. BOX 66 DEIRA , DUBAI , U.A.E. TEL .: ( 04 ) 2227161 DUBAI OFFICE P.O. BOX 66 DUBAI , U.A.E. TEL .: ( 04 ) 3535000 FUJAIRAH OFFICE P.O. BOX 21 FUJAIRAH , U.A.E. TEL .: ( 09 ) 2222221 JEBEL ALI OFFICE P.O. BOX 66 DUBAI , U.A.E. TEL .: ( 04 ) 8816433 RAS AL KHAIMAH OFFICE SHARJAH OFFICE P.O. BOX 9 P.O. BOX 25 SHARJAH , U.A.E. TEL .: ( 06 ) 5537222 RAS AL KHAIMAH , U.A.E. TEL .: ( 07 ) 2333544 ""","{'image_name': 'pdf10_7.png', 'page_no': '', 'work_item_number': ''}",YES,NO,"SELECT CS_drawer_bank_name 
FROM CS 
WHERE CS_document_name = 'pdf10_7.png' AND CS_drawer_bank_name IS NOT NULL",[['HSBC']],False,[['HSBC']],SHARIF METALS INTERNATIONAL DMCC
What is the tenor type in the Covering Schedule for pdf15_13.png?,What is the tenor type in the Covering Schedule for pdf15_13.png?,,['CS'],"The query is asking for the specific information about the 'tenor type' in the 'Covering Schedule' document related to the image 'pdf15_13.png'. Since the 'tenor type' is a column in the 'CS' table, we can directly map this to the 'CS_tenor_type' column.","""DBS . Living , Breathing Asia 105/20 Caty h . 1 August 2012 ICICI BANK LIMITED 396/410 SHARMITHA TERRACE LAMINGTON ROAD , OPERA HOUSE MUMBAI 400004 , INDIA BY COURIER SERVICE Our Ref . : 553-13-0943612 Documents Amount : USD49,521.87 Step : ISS 000 Category : OC 001 Drawee : SHRI AANAND METAL 49 , 1ST CARPENTER STR , 2ND FLR GOPAL KRISHNA BHAVAN C.P.TANK MUMBAI 400004 , INDIA Drawer : CENTURY STEEL PTE . LTD . Tenor : At Sight D / P Due Date : ****** Covering shipment of : As per invoice BL / AWB Date : We enclose the following documents for collection . 1ST MAIL DRAFT 2 COMMERCIAL INVOICE 2 PACKING LIST 2 BILL OF LADING 3/3 N.N. BILL OF LADING 1 CERTIFICATE OF ORIGIN 2 INSURANCE CERT / POLICY 2 INSPECTION CERT 7X1 2ND MAIL \u0627\u0645\u064a\u0644\u0648 Please handle this bill in accordance with the instructions detailed below . Deliver documents against payment . - - - In case of non - payment , non - acceptance and / or non - compliance with other instruction , please advise us by telex / SWIFT giving reasons & hold item for our further instruction . Collect your charges , if any , plus all other expenses from drawee . Interest / charges for drawee's A / C must not be waived . -Please collect interest at LIBOR +0.5 SP.A. from 15/08/2012 up to date of payment . Our Reference No .: 553-13-0943612 PAGE 1 OUT OF 2 PAGE ( S ) DBS DBS Bank Ltd Trage Services 65 6878 8888 6 Shenton Way # 13-00 DBS Building Tower One Singapore 068809 www.dby.com ""","{'image_name': 'pdf15_13.png', 'page_no': '', 'work_item_number': ''}",YES,NO,"SELECT CS_tenor_type 
FROM CS 
WHERE CS_document_name = 'pdf15_13.png' 
AND CS_tenor_type IS NOT NULL",[['AT SIGHT D/P ']],False,[['AT SIGHT D/P ']],AT SIGHT D/P
Extract the CSH bill currency in the Covering Schedule document for the document named pdf14_9.png.,What is the CSH bill currency in the Covering Schedule document for the document named pdf14_9.png?,Extract the CSH bill currency in the Covering Schedule document for the document named pdf14_9.png.,['CS'],The user is asking for the CSH bill currency in the Covering Schedule document for a specific document named pdf14_9.png.,"""HSBC \u2611 HSBC BANK PLC TRADE AND SUPPLY CHAIN LONDON TRADE SERVICES CENTRE LEVEL 2 , 62-76 PARK STREET LONDON SE1 9RN Date : 12JUL2012 ICICI BANK LTD OPERA HOUSE BRANCH 396/410 SHAMITHA TERRACE LAMNGTON ROAD OPERA HOUSE MUMBAI 400004 MAHARASHTRA INDIA Please always quote our bill reference : OBCLDI777709LDI Drawer : Drawee : Tenor : LONDON METALS AND COMMODITIES LTD M / S VARDIMAN FERRO ALLOYS SHRI MUNI SURAT COMPLEX BLDG NO L GODOWN NO L 1 REHNAL VILLAGE REHNAL BHIWANDI 420 302 AT SIGHT Relating to shipment of Vessel / Carrier : Due Date : T Term / Destination : Bill amount USD Less your charges USD Plus our charges USD 99.992.99 0.00 125.00 Total amount claimed USD 100,117.99 Documents 1st 2nd Documents 15 2nd Draft Invoice 2 Customs Certificate Customs Invoice Insurance Policy 2 Packing List Weight Note Bill of lading 3/3 Inspection Certificate Cert of origin Airway bill Export Licence Non - Negotiable B / L 3 CERT OF ANALYSIS 2 Presentation is undertaken subject to Uniform Rules for Collection ICC Publication no . 522 ( Revision 1995 ) or as subsequently amended . CIBD OPERA HOUS \u0b87 14/07112 12-38 . HSBC Bank plc London Trade and Supply Chain Services Centre , PO Box 61008 , 62-76 Park Street , London SEI 9RN Tel : 020 7200 1464 Fax : 020 7260 5637 www.ukbusiness.hsbc.com Registered in England number 14259 , Registered Office : 8 Canada Square , London E14 SHQ Authorised and regulated by the Financial Services Authority 22574- | ( 3 \u00d7 5-05 / 08 ) ""","{'image_name': 'pdf14_9.png', 'page_no': '', 'work_item_number': ''}",YES,NO,"SELECT CS_csh_bill_currency 
FROM CS 
WHERE CS_document_name = 'pdf14_9.png' 
AND CS_csh_bill_currency IS NOT NULL",[['USD']],False,[['USD']],USD
Please provide the drawee bank address in the Covering Schedule document for the document name pdf11_8.png.,Please provide the drawee bank address in the Covering Schedule document for the document name pdf11_8.png.,,['CS'],The subquery 1 is asking for the drawee bank address specifically in the Covering Schedule document for the given document name. This indicates a specific request for information related to a document type and a particular field within that document.,"""HSBC \u2611 HSBC BANK PLC TRADE AND SUPPLY CHAIN LONDON TRADE SERVICES CENTRE LEVEL 2 , 62-76 PARK STREET LONDON SE1 9RN Date : 12JUL2012 ICICI BANK LTD OPERA HOUSE BRANCH 396/410 SHAMITHA TERRACE LAMNGTON ROAD OPERA HOUSE MUMBAI 400004 MAHARASHTRA INDIA Please always quote our bill reference : OBCLDI777709LDI Drawer : Drawee : Tenor : LONDON METALS AND COMMODITIES LTD M / S VARDIMAN FERRO ALLOYS SHRI MUNI SURAT COMPLEX BLDG NO L GODOWN NO L 1 REHNAL VILLAGE REHNAL BHIWANDI 420 302 AT SIGHT Relating to shipment of Vessel / Carrier : Due Date : T Term / Destination : Bill amount USD Less your charges USD Plus our charges USD 99.992.99 0.00 125.00 Total amount claimed USD 100,117.99 Documents 1st 2nd Documents 15 2nd Draft Invoice 2 Customs Certificate Customs Invoice Insurance Policy 2 Packing List Weight Note Bill of lading 3/3 Inspection Certificate Cert of origin Airway bill Export Licence Non - Negotiable B / L 3 CERT OF ANALYSIS 2 Presentation is undertaken subject to Uniform Rules for Collection ICC Publication no . 522 ( Revision 1995 ) or as subsequently amended . CIBD OPERA HOUS \u0b87 14/07112 12-38 . HSBC Bank plc London Trade and Supply Chain Services Centre , PO Box 61008 , 62-76 Park Street , London SEI 9RN Tel : 020 7200 1464 Fax : 020 7260 5637 www.ukbusiness.hsbc.com Registered in England number 14259 , Registered Office : 8 Canada Square , London E14 SHQ Authorised and regulated by the Financial Services Authority 22574- | ( 3 \u00d7 5-05 / 08 ) ""","{'image_name': 'pdf11_8.png', 'page_no': '', 'work_item_number': ''}",YES,NO,"SELECT CS_drawee_bank_address 
FROM CS 
WHERE CS_document_name = 'pdf11_8.png' AND CS_drawee_bank_address IS NOT NULL",[['OPERA HOUSE BRANCH 396410 SHAMITHA TERRACE LAMNGTON ROAD OPERA HOUSE MUMBAI 400004 MAHARASHTRA ']],False,[['OPERA HOUSE BRANCH 396410 SHAMITHA TERRACE LAMNGTON ROAD OPERA HOUSE MUMBAI 400004 MAHARASHTRA ']],OPERA HOUSE BRANCH 396410 SHAMITHA TERRACE LAMNGTON ROAD OPERA HOUSE MUMBAI 400004 MAHARASHTRA
What are the Doc delivery instructions in the Covering Schedule for work item pdf15 and page 13?,What are the Doc delivery instructions in the Covering Schedule for work item pdf15 and page 13?,,['CS'],The subquery 1 is asking for the document delivery instructions specifically from the Covering Schedule for work item pdf15 and page 13.,"""DBS . Living , Breathing Asia 105/20 Caty h . 1 August 2012 ICICI BANK LIMITED 396/410 SHARMITHA TERRACE LAMINGTON ROAD , OPERA HOUSE MUMBAI 400004 , INDIA BY COURIER SERVICE Our Ref . : 553-13-0943612 Documents Amount : USD49,521.87 Step : ISS 000 Category : OC 001 Drawee : SHRI AANAND METAL 49 , 1ST CARPENTER STR , 2ND FLR GOPAL KRISHNA BHAVAN C.P.TANK MUMBAI 400004 , INDIA Drawer : CENTURY STEEL PTE . LTD . Tenor : At Sight D / P Due Date : ****** Covering shipment of : As per invoice BL / AWB Date : We enclose the following documents for collection . 1ST MAIL DRAFT 2 COMMERCIAL INVOICE 2 PACKING LIST 2 BILL OF LADING 3/3 N.N. BILL OF LADING 1 CERTIFICATE OF ORIGIN 2 INSURANCE CERT / POLICY 2 INSPECTION CERT 7X1 2ND MAIL \u0627\u0645\u064a\u0644\u0648 Please handle this bill in accordance with the instructions detailed below . Deliver documents against payment . - - - In case of non - payment , non - acceptance and / or non - compliance with other instruction , please advise us by telex / SWIFT giving reasons & hold item for our further instruction . Collect your charges , if any , plus all other expenses from drawee . Interest / charges for drawee's A / C must not be waived . -Please collect interest at LIBOR +0.5 SP.A. from 15/08/2012 up to date of payment . Our Reference No .: 553-13-0943612 PAGE 1 OUT OF 2 PAGE ( S ) DBS DBS Bank Ltd Trage Services 65 6878 8888 6 Shenton Way # 13-00 DBS Building Tower One Singapore 068809 www.dby.com ""","{'image_name': '', 'page_no': '13', 'work_item_number': 'pdf15'}",YES,NO,"SELECT CS_doc_delivery_instruction 
FROM CS 
WHERE CS_work_item_no = 'pdf15' 
AND CS_pdf_page_no = '13'",[['AGAINST PAYMENT']],False,[['AGAINST PAYMENT']],AGAINST PAYMENT
Get the dimension in the AirWay Bill document for work item 45A_46A_47A_testing_pdf1 and page 2.,What is the dimension in the AirWay Bill document for work item 45A_46A_47A_testing_pdf1 and page 2?,Get the dimension for work item 45A_46A_47A_testing_pdf1 and page 2.,['AWB'],The user is asking for the dimension in the AirWay Bill document for a specific work item and page. We need to extract the dimension information from the AWB table based on the work item and page provided.,"""1 Siper's Name and M / S SMS EXPORTS RM - 1604 , 16 / F , OMEGA PLAZA , S's Account Number \u00a1 n ! Negatie 32-34A DUNDAS ST , YAU MA TEI , KOWLOON , HONG KONG Consignce's Name and Address ICICI BANK LTD Consignag's Account Nam STORSKOVVEJ 20 ORMSLEV DK 8260 VIBY J Issuing Carrier's Agent Noma and Cily Air Waybill lined by TRANSPOLE LOGISTICS PRIVATE LIMITED UNIT B , 9 / F , GARMENT CENTRE NO . 576-586 , CASTLE PEAK ROAD , KOWLOON HONG KONG Coples 2 and 3 of this Al Wayhill are criginals and have me somo validity . goode described isoin ere accapred in apparent good oda and conden jcept as noted ) for camage SUBJECT TO THE CONDITIONS OF CONTRACT ON THE REVERSE HEREOF ALL GOODS MAY BE CARRIED BY ANY OTHER MEANS INCLUDING ROAD OR ANY OTHER CARRIER UNLESS SPECIFIC CONTRARY INSTRUCTIONS ARE GIVENTIEREOP BY THE SHOPPER , AND SHOPPER AGREES THAT THE SHIPMENT MAY BE CARRIED VIA INTERMEATE STOPPING PLACES WHICH THE CARRIER DEEBAS APPROPRIATE . THE SHEPPER'S ATTENTION IS DRAWN TO THE NOTICE CONCENTING CARRIERS LIMITATION OF UABILITY Shippe easychain of betty by declaring a higher value for viage anal paying charge required . Accounting informatica TRANSPOLE LOGISTICS PRIVATE LIMITED HONGKONG Agent's IATA Code final destination DENMARK Airport of Departurendar of First Cariery and Finquested Houting HONGKONG 10 By First Carrier DEL 9W Airport of Destination DELHI Handling Information TOTAL : ( 3 ) CTNS ONLY INV AND PIL ATTACHED Refocence Number Optinal Shippingmalion C00074789 TERMS : FOB HKG to by by MAY ! Cirel FRC ALFA COLL HKD CR Ducted Value for Carlings NVD Declared Value for Customs NCV Freceded 9W075 / 06 Amount of Ince INSURANCE Curia olas kuwate , XXX used in cenfance with the condong thereal , scan such asurance is Insured in figuras do this atteted \"" Samoura ef guance . No. of Pieces Hole Class Grass Weight RCP Commedity Nem No. Chargeaus Weight Rato Tola Charge 3 42.0K N 42.0 KT - JAY HONG TRONG C / NO.1-3 MADE IN CHINA 3 42.0 Prepaid Weight Charge Collect Other Clarges Valuation Charge Tex SCI Maturo Find Quality ( incl Dimensions & Volurne ) As Agreed RUBBER CONTACT Invoice No. SMS / 529 / 201213 3 CTNS DIMS 49x30x41 CM \u00d7 3 LC Date : 22AUG 12 FREIGHT PREPAID Total other Charges Due Agent Shipper castifies that the particulers on the face hereof are nouael and that usuing as any part of the consignment contains dangerous goers , such pari in properly described by names and is in proper condition lor cordage by air seconding to the applicable Dangerous Goods Regulations . Telat other Charges Due Canter Total Prepaid Testal Collect TRANSPOLE LOGISTICS PRIVATE LIMITED Signature of Shipper or his Agen AS AGENT FOR CARRIER : JET AIRWAYS ( INDIA ) PRIVATE LIMITED Currency Conversion Rates CC Charges In Dorf , Clarrency 01 - JAN - 2014 Exocuted ) For Carrier Use only at Destination Charges at Duslination Total Collect Charges HONG KONG ( 034 ) KEN CHEUNG Signature of Issuing Caner or its Agent 569-98931656 ORIGINAL 2 ( FOR CONSIGNEE ) For JAY USHIN LIMITED Authorised Signatory ""","{'image_name': '', 'page_no': '2', 'work_item_number': '45A_46A_47A_testing_pdf1'}",YES,NO,"SELECT AWB_dimension 
FROM AWB 
WHERE AWB_work_item_no = '45A_46A_47A_testing_pdf1' 
AND AWB_pdf_page_no = '2'",[['49X30X41 CM × 3']],False,[['49X30X41 CM × 3']],49X30X41 CM × 3
Get the drawee address country in the Covering Schedule document for work item pdf15 and page 13.,Get the drawee address country in the Covering Schedule document for work item pdf15 and page 13.,None,['CS'],"The query specifically asks for information related to the Covering Schedule document, work item pdf15, and page 13. This information can be directly mapped to the CS table based on the column names provided.","""DBS . Living , Breathing Asia 105/20 Caty h . 1 August 2012 ICICI BANK LIMITED 396/410 SHARMITHA TERRACE LAMINGTON ROAD , OPERA HOUSE MUMBAI 400004 , INDIA BY COURIER SERVICE Our Ref . : 553-13-0943612 Documents Amount : USD49,521.87 Step : ISS 000 Category : OC 001 Drawee : SHRI AANAND METAL 49 , 1ST CARPENTER STR , 2ND FLR GOPAL KRISHNA BHAVAN C.P.TANK MUMBAI 400004 , INDIA Drawer : CENTURY STEEL PTE . LTD . Tenor : At Sight D / P Due Date : ****** Covering shipment of : As per invoice BL / AWB Date : We enclose the following documents for collection . 1ST MAIL DRAFT 2 COMMERCIAL INVOICE 2 PACKING LIST 2 BILL OF LADING 3/3 N.N. BILL OF LADING 1 CERTIFICATE OF ORIGIN 2 INSURANCE CERT / POLICY 2 INSPECTION CERT 7X1 2ND MAIL \u0627\u0645\u064a\u0644\u0648 Please handle this bill in accordance with the instructions detailed below . Deliver documents against payment . - - - In case of non - payment , non - acceptance and / or non - compliance with other instruction , please advise us by telex / SWIFT giving reasons & hold item for our further instruction . Collect your charges , if any , plus all other expenses from drawee . Interest / charges for drawee's A / C must not be waived . -Please collect interest at LIBOR +0.5 SP.A. from 15/08/2012 up to date of payment . Our Reference No .: 553-13-0943612 PAGE 1 OUT OF 2 PAGE ( S ) DBS DBS Bank Ltd Trage Services 65 6878 8888 6 Shenton Way # 13-00 DBS Building Tower One Singapore 068809 www.dby.com ""","{'image_name': '', 'page_no': '13', 'work_item_number': 'pdf15'}",YES,NO,"SELECT CS_drawee_address_country 
FROM CS 
WHERE CS_work_item_no = 'pdf15' AND CS_pdf_page_no = '13'",[['INDIA']],False,[['INDIA']],INDIA
