image_name,query,ground_truth
pdf14_9.png,extract the drawee bank address in the Covering Schedule document for the document name pdf14_9.png?,OPERA HOUSE BRANCH 396410 SHAMITHA TERRACE LAMNGTON ROAD OPERA HOUSE MUMBAI 400004 MAHARASHTRA 
pdf15_13.png,extract the drawee bank address in the Covering Schedule document for the document name pdf15_13.png?,396410 SHARMITHA TERRACE LAMINGTON ROAD OPERA HOUSE MUMBAI 400004 
pdf13_19.png,extract the drawee bank address in the Covering Schedule document for the document name pdf13_19.png?,SCF 62 AND 63 SECTOR 15 FARIDABAD HARYANA 121007 INDIA
pdf11_8.png,extract the csh ref no in the Covering Schedule document for the document name pdf11_8.png?,OBCLDI777709LDI
pdf16_7.png,extract the csh ref no in the Covering Schedule document for the document name pdf16_7.png?,553130947155
pdf12_9.png,extract the csh ref no in the Covering Schedule document for the document name pdf12_9.png?,830071100768351
pdf10_7.png,extract the csh ref no in the Covering Schedule document for the document name pdf10_7.png?,BPPDUB263877COR
11133_test_jun13_1.png,extract the csh ref no in the Covering Schedule document for the document name 11133_test_jun13_1.png?,INR26918339
45A_46A_47A_testing_pdf1_4.png,extract the csh ref no in the Covering Schedule document for the document name 45A_46A_47A_testing_pdf1_4.png?,830071100768351
pdf14_9.png,extract the csh ref no in the Covering Schedule document for the document name pdf14_9.png?,OBCLDI777709LDI
pdf15_13.png,extract the csh ref no in the Covering Schedule document for the document name pdf15_13.png?,553130943612
pdf13_19.png,extract the csh ref no in the Covering Schedule document for the document name pdf13_19.png?,BPPDUB263877COR
pdf11_8.png,extract the drawer name in the Covering Schedule document for the document name pdf11_8.png?,LONDON METALS AND COMMODITIES LTD
pdf16_7.png,extract the drawer name in the Covering Schedule document for the document name pdf16_7.png?,MEGA METAL PTE LTD
pdf12_9.png,extract the drawer name in the Covering Schedule document for the document name pdf12_9.png?,NINGBO JINLUN IMPORT AND EXPORT CO. LTD
pdf10_7.png,extract the drawer name in the Covering Schedule document for the document name pdf10_7.png?,SHARIF METALS INTERNATIONAL DMCC
45A_46A_47A_testing_pdf1_4.png,extract the drawer name in the Covering Schedule document for the document name 45A_46A_47A_testing_pdf1_4.png?,M/S SMS EXPORTS LTD
pdf14_9.png,extract the drawer name in the Covering Schedule document for the document name pdf14_9.png?,LONDON METALS AND COMMODITIES LTD
pdf15_13.png,extract the drawer name in the Covering Schedule document for the document name pdf15_13.png?,CENTURY STEEL PTE. LTD.
pdf13_19.png,extract the drawer name in the Covering Schedule document for the document name pdf13_19.png?,SHARIF METALS INTERNATIONAL DMCC
pdf11_8.png,extract the drawee name in the Covering Schedule document for the document name pdf11_8.png?,M/S VARDIMAN FERRO ALLOYS
pdf16_7.png,extract the drawee name in the Covering Schedule document for the document name pdf16_7.png?,RADHALAKSHMI METALLURGICALS
pdf12_9.png,extract the drawee name in the Covering Schedule document for the document name pdf12_9.png?,ASSOCIATED CEAT ( PVT ) LTD
pdf10_7.png,extract the drawee name in the Covering Schedule document for the document name pdf10_7.png?,CONSOLIDATED COIN COMPANY P LTD
11133_test_jun13_1.png,extract the drawee name in the Covering Schedule document for the document name 11133_test_jun13_1.png?,INDO TECH TRANSFORMERS LTD
45A_46A_47A_testing_pdf1_4.png,extract the drawee name in the Covering Schedule document for the document name 45A_46A_47A_testing_pdf1_4.png?,ASSOCIATED CEAT ( PVT ) LTD
pdf14_9.png,extract the drawee name in the Covering Schedule document for the document name pdf14_9.png?,M/S VARDIMAN FERRO ALLOYS
pdf15_13.png,extract the drawee name in the Covering Schedule document for the document name pdf15_13.png?,SHRI AANAND METAL
pdf13_19.png,extract the drawee name in the Covering Schedule document for the document name pdf13_19.png?,CONSOLIDATED COIN COMPANY P LTD
pdf11_8.png,extract the csh bill currency in the Covering Schedule document for the document name pdf11_8.png?,USD
pdf16_7.png,extract the csh bill currency in the Covering Schedule document for the document name pdf16_7.png?,USD
pdf12_9.png,extract the csh bill currency in the Covering Schedule document for the document name pdf12_9.png?,USD
pdf10_7.png,extract the csh bill currency in the Covering Schedule document for the document name pdf10_7.png?,USDUSD
45A_46A_47A_testing_pdf1_4.png,extract the csh bill currency in the Covering Schedule document for the document name 45A_46A_47A_testing_pdf1_4.png?,USD
pdf14_9.png,extract the csh bill currency in the Covering Schedule document for the document name pdf14_9.png?,USD
pdf15_13.png,extract the csh bill currency in the Covering Schedule document for the document name pdf15_13.png?,USD
pdf13_19.png,extract the csh bill currency in the Covering Schedule document for the document name pdf13_19.png?,USDUSD
pdf11_8.png,extract the csh bill amount in the Covering Schedule document for the document name pdf11_8.png?,"99.992.99100,117.99"
pdf16_7.png,extract the csh bill amount in the Covering Schedule document for the document name pdf16_7.png?,"49,469.55"
pdf12_9.png,extract the csh bill amount in the Covering Schedule document for the document name pdf12_9.png?,"75,024.43"
pdf10_7.png,extract the csh bill amount in the Covering Schedule document for the document name pdf10_7.png?,"141,882.50141,882.50"
45A_46A_47A_testing_pdf1_4.png,extract the csh bill amount in the Covering Schedule document for the document name 45A_46A_47A_testing_pdf1_4.png?,14388.00
pdf14_9.png,extract the csh bill amount in the Covering Schedule document for the document name pdf14_9.png?,"99.992.99100,117.99"
pdf15_13.png,extract the csh bill amount in the Covering Schedule document for the document name pdf15_13.png?,"49,521.87"
pdf13_19.png,extract the csh bill amount in the Covering Schedule document for the document name pdf13_19.png?,"141,882.50141,882.50"
pdf11_8.png,extract the plus our charges in the Covering Schedule document for the document name pdf11_8.png?,125.00
pdf10_7.png,extract the plus our charges in the Covering Schedule document for the document name pdf10_7.png?,0.00 0.00
pdf14_9.png,extract the plus our charges in the Covering Schedule document for the document name pdf14_9.png?,125.00
pdf13_19.png,extract the plus our charges in the Covering Schedule document for the document name pdf13_19.png?,0.00 0.00
pdf11_8.png,extract the csh drawn under rules in the Covering Schedule document for the document name pdf11_8.png?,522.0
pdf10_7.png,extract the csh drawn under rules in the Covering Schedule document for the document name pdf10_7.png?,522.0
pdf14_9.png,extract the csh drawn under rules in the Covering Schedule document for the document name pdf14_9.png?,522.0
pdf13_19.png,extract the csh drawn under rules in the Covering Schedule document for the document name pdf13_19.png?,522.0
pdf11_8.png,extract the signed stamp in the Covering Schedule document for the document name pdf11_8.png?,UNK 14/07112 12-38.~CIBD OPERA HOUS
pdf16_7.png,extract the signed stamp in the Covering Schedule document for the document name pdf16_7.png?,1 [UNK] 2012 AUG 21
11133_test_jun13_1.png,extract the signed stamp in the Covering Schedule document for the document name 11133_test_jun13_1.png?,T RANK BANKING * AMATION. ICICI TRANSAC BACKBAY RECL R~112131413~112131413 08/09/10 WANTHIS TOHO 2024 20 JAN ) LOB 29 OPERATIONS COVADE NAL BRANCH JENNAL3A 10/100 EZ ICICI BANK LIMITED
pdf14_9.png,extract the signed stamp in the Covering Schedule document for the document name pdf14_9.png?,UNK 14/07112 12-38.~CIBD OPERA HOUS
pdf11_8.png,extract the drawer bank bottom name in the Covering Schedule document for the document name pdf11_8.png?,HSBC BANK PLC
pdf16_7.png,extract the drawer bank bottom name in the Covering Schedule document for the document name pdf16_7.png?,DBS BANK LTD
pdf10_7.png,extract the drawer bank bottom name in the Covering Schedule document for the document name pdf10_7.png?,HSBC BANK MIDDLE EAST LIMITED
pdf14_9.png,extract the drawer bank bottom name in the Covering Schedule document for the document name pdf14_9.png?,HSBC BANK PLC
pdf15_13.png,extract the drawer bank bottom name in the Covering Schedule document for the document name pdf15_13.png?,DBS BANK LTD
pdf13_19.png,extract the drawer bank bottom name in the Covering Schedule document for the document name pdf13_19.png?,HSBC BANK MIDDLE EAST LIMITED
pdf11_8.png,extract the drawer bank bottom address in the Covering Schedule document for the document name pdf11_8.png?,LONDON TRADE AND SUPPLY CHAIN SERVICES CENTRE PO BOX 61008 6276 PARK STREET LONDON SEI 9RN
pdf16_7.png,extract the drawer bank bottom address in the Covering Schedule document for the document name pdf16_7.png?,6 SHENTON WAY  1300 DBS BUILDING TOWER ONE SINGAPORE 068809
pdf14_9.png,extract the drawer bank bottom address in the Covering Schedule document for the document name pdf14_9.png?,LONDON TRADE AND SUPPLY CHAIN SERVICES CENTRE PO BOX 61008 6276 PARK STREET LONDON SEI 9RN
pdf15_13.png,extract the drawer bank bottom address in the Covering Schedule document for the document name pdf15_13.png?,6 SHENTON WAY  1300 DBS BUILDING TOWER ONE SINGAPORE 068809
pdf11_8.png,extract the drawee bank country in the Covering Schedule document for the document name pdf11_8.png?,INDIA
pdf16_7.png,extract the drawee bank country in the Covering Schedule document for the document name pdf16_7.png?,INDIA
pdf10_7.png,extract the drawee bank country in the Covering Schedule document for the document name pdf10_7.png?,INDIA AND
pdf14_9.png,extract the drawee bank country in the Covering Schedule document for the document name pdf14_9.png?,INDIA
pdf15_13.png,extract the drawee bank country in the Covering Schedule document for the document name pdf15_13.png?,INDIA
pdf13_19.png,extract the drawee bank country in the Covering Schedule document for the document name pdf13_19.png?,INDIA AND
pdf12_9.png,extract the drawer bank country in the Covering Schedule document for the document name pdf12_9.png?,CHINA
45A_46A_47A_testing_pdf1_4.png,extract the drawer bank country in the Covering Schedule document for the document name 45A_46A_47A_testing_pdf1_4.png?,CHINA
pdf10_7.png,extract the drawee country in the Covering Schedule document for the document name pdf10_7.png?,13/2 MATHURA ROAD FARIDABAD 121003 HARYANA INDIA
pdf13_19.png,extract the drawee country in the Covering Schedule document for the document name pdf13_19.png?,13/2 MATHURA ROAD FARIDABAD 121003 HARYANA INDIA
pdf12_9.png,extract the csh drawn under lc number in the Covering Schedule document for the document name pdf12_9.png?,NO.976MLC6812
11133_test_jun13_1.png,extract the csh drawn under lc number in the Covering Schedule document for the document name 11133_test_jun13_1.png?,OLC0007240067448
pdf12_9.png,extract the drawer bank bic in the Covering Schedule document for the document name pdf12_9.png?,PCBCCNBJNPX
pdf10_7.png,extract the drawer bank bic in the Covering Schedule document for the document name pdf10_7.png?,BBMEAEAD
45A_46A_47A_testing_pdf1_4.png,extract the drawer bank bic in the Covering Schedule document for the document name 45A_46A_47A_testing_pdf1_4.png?,PCBCCNBJNPX
pdf13_19.png,extract the drawer bank bic in the Covering Schedule document for the document name pdf13_19.png?,BBMEAEAD
pdf12_9.png,extract the nostro bank name in the Covering Schedule document for the document name pdf12_9.png?,CONSTRUCTION N.A. BANK BANK
45A_46A_47A_testing_pdf1_4.png,extract the nostro bank name in the Covering Schedule document for the document name 45A_46A_47A_testing_pdf1_4.png?,"BANK BANK OF AMERICA, OF AMERICA, AMERICA,"
pdf12_9.png,extract the nostro bank bic in the Covering Schedule document for the document name pdf12_9.png?,BOFAUS3N
45A_46A_47A_testing_pdf1_4.png,extract the nostro bank bic in the Covering Schedule document for the document name 45A_46A_47A_testing_pdf1_4.png?,BOFAUS3N
pdf16_7.png,extract the doc delivery instruction in the Covering Schedule document for the document name pdf16_7.png?,AGAINST PAYMENT
pdf10_7.png,extract the doc delivery instruction in the Covering Schedule document for the document name pdf10_7.png?,RELEASE DOCUMENTS AGAINST PAYMENT
11133_test_jun13_1.png,extract the doc delivery instruction in the Covering Schedule document for the document name 11133_test_jun13_1.png?,AGAINST ACCEPTANCE
pdf15_13.png,extract the doc delivery instruction in the Covering Schedule document for the document name pdf15_13.png?,AGAINST PAYMENT
pdf13_19.png,extract the doc delivery instruction in the Covering Schedule document for the document name pdf13_19.png?,RELEASE DOCUMENTS AGAINST PAYMENT
pdf16_7.png,extract the doc charge instructions in the Covering Schedule document for the document name pdf16_7.png?,FROM DRAWEE
pdf10_7.png,extract the doc charge instructions in the Covering Schedule document for the document name pdf10_7.png?,COLLECT YOUR CHARGES FROM DRAWEE
pdf15_13.png,extract the doc charge instructions in the Covering Schedule document for the document name pdf15_13.png?,FROM DRAWEE
pdf13_19.png,extract the doc charge instructions in the Covering Schedule document for the document name pdf13_19.png?,COLLECT YOUR CHARGES FROM DRAWEE
pdf11_8.png,extract the set number in the Covering Schedule document for the document name pdf11_8.png?,1
pdf16_7.png,extract the set number in the Covering Schedule document for the document name pdf16_7.png?,1
pdf12_9.png,extract the set number in the Covering Schedule document for the document name pdf12_9.png?,1
pdf10_7.png,extract the set number in the Covering Schedule document for the document name pdf10_7.png?,1
11133_test_jun13_1.png,extract the set number in the Covering Schedule document for the document name 11133_test_jun13_1.png?,1
45A_46A_47A_testing_pdf1_4.png,extract the set number in the Covering Schedule document for the document name 45A_46A_47A_testing_pdf1_4.png?,1
pdf14_9.png,extract the set number in the Covering Schedule document for the document name pdf14_9.png?,1
pdf15_13.png,extract the set number in the Covering Schedule document for the document name pdf15_13.png?,1
pdf13_19.png,extract the set number in the Covering Schedule document for the document name pdf13_19.png?,1
pdf16_7.png,extract the drawee address country in the Covering Schedule document for the document name pdf16_7.png?,INDIA
pdf15_13.png,extract the drawee address country in the Covering Schedule document for the document name pdf15_13.png?,INDIA
pdf12_9.png,extract the drawer address country in the Covering Schedule document for the document name pdf12_9.png?,CHINA
45A_46A_47A_testing_pdf1_4.png,extract the drawer address country in the Covering Schedule document for the document name 45A_46A_47A_testing_pdf1_4.png?,CHINA
45A_46A_47A_testing_pdf1_1.png,extract the consignee name in the AirWay Bill document for the document name 45A_46A_47A_testing_pdf1_1.png?,ICICI BANK LTD
45A_46A_47A_testing_pdf1_2.png,extract the consignee name in the AirWay Bill document for the document name 45A_46A_47A_testing_pdf1_2.png?,ICICI BANK LTD
45A_46A_47A_testing_pdf1_13.png,extract the consignee name in the AirWay Bill document for the document name 45A_46A_47A_testing_pdf1_13.png?,ICICI BANK LTD
45A_46A_47A_testing_pdf1_1.png,extract the consignee address in the AirWay Bill document for the document name 45A_46A_47A_testing_pdf1_1.png?,KONG~STORSKOVVEJ 20 ORMSLEV DK 8260 VIBY J
45A_46A_47A_testing_pdf1_2.png,extract the consignee address in the AirWay Bill document for the document name 45A_46A_47A_testing_pdf1_2.png?,KONG~STORSKOVVEJ 20 ORMSLEV DK 8260 VIBY J
45A_46A_47A_testing_pdf1_13.png,extract the consignee address in the AirWay Bill document for the document name 45A_46A_47A_testing_pdf1_13.png?,KONG~STORSKOVVEJ 20 ORMSLEV DK 8260 VIBY J
45A_46A_47A_testing_pdf1_1.png,extract the dimension in the AirWay Bill document for the document name 45A_46A_47A_testing_pdf1_1.png?,49X30X41 CM × 3
45A_46A_47A_testing_pdf1_2.png,extract the dimension in the AirWay Bill document for the document name 45A_46A_47A_testing_pdf1_2.png?,49X30X41 CM × 3
45A_46A_47A_testing_pdf1_13.png,extract the dimension in the AirWay Bill document for the document name 45A_46A_47A_testing_pdf1_13.png?,49X30X41 CM × 3
45A_46A_47A_testing_pdf1_1.png,extract the gross weight in the AirWay Bill document for the document name 45A_46A_47A_testing_pdf1_1.png?,42.0
45A_46A_47A_testing_pdf1_2.png,extract the gross weight in the AirWay Bill document for the document name 45A_46A_47A_testing_pdf1_2.png?,42.0
45A_46A_47A_testing_pdf1_13.png,extract the gross weight in the AirWay Bill document for the document name 45A_46A_47A_testing_pdf1_13.png?,42.0
45A_46A_47A_testing_pdf1_1.png,extract the is signed in the AirWay Bill document for the document name 45A_46A_47A_testing_pdf1_1.png?,True
45A_46A_47A_testing_pdf1_2.png,extract the is signed in the AirWay Bill document for the document name 45A_46A_47A_testing_pdf1_2.png?,True
45A_46A_47A_testing_pdf1_13.png,extract the is signed in the AirWay Bill document for the document name 45A_46A_47A_testing_pdf1_13.png?,True
45A_46A_47A_testing_pdf1_1.png,extract the gross weight units in the AirWay Bill document for the document name 45A_46A_47A_testing_pdf1_1.png?,K
45A_46A_47A_testing_pdf1_2.png,extract the gross weight units in the AirWay Bill document for the document name 45A_46A_47A_testing_pdf1_2.png?,K
45A_46A_47A_testing_pdf1_13.png,extract the gross weight units in the AirWay Bill document for the document name 45A_46A_47A_testing_pdf1_13.png?,K
45A_46A_47A_testing_pdf1_1.png,extract the shipper name in the AirWay Bill document for the document name 45A_46A_47A_testing_pdf1_1.png?,M/S SMS EXPORTS
45A_46A_47A_testing_pdf1_2.png,extract the shipper name in the AirWay Bill document for the document name 45A_46A_47A_testing_pdf1_2.png?,M/S SMS EXPORTS
45A_46A_47A_testing_pdf1_13.png,extract the shipper name in the AirWay Bill document for the document name 45A_46A_47A_testing_pdf1_13.png?,M/S SMS EXPORTS
45A_46A_47A_testing_pdf1_1.png,extract the shipper address in the AirWay Bill document for the document name 45A_46A_47A_testing_pdf1_1.png?,RM 1604 16F OMEGA PLAZA 3234A DUNDAS ST YAU MA TEI KOWLOON HONG
45A_46A_47A_testing_pdf1_2.png,extract the shipper address in the AirWay Bill document for the document name 45A_46A_47A_testing_pdf1_2.png?,RM 1604 16F OMEGA PLAZA 3234A DUNDAS ST YAU MA TEI KOWLOON HONG
45A_46A_47A_testing_pdf1_13.png,extract the shipper address in the AirWay Bill document for the document name 45A_46A_47A_testing_pdf1_13.png?,RM 1604 16F OMEGA PLAZA 3234A DUNDAS ST YAU MA TEI KOWLOON HONG
45A_46A_47A_testing_pdf1_1.png,extract the lc date in the AirWay Bill document for the document name 45A_46A_47A_testing_pdf1_1.png?,12/20/2013
45A_46A_47A_testing_pdf1_2.png,extract the lc date in the AirWay Bill document for the document name 45A_46A_47A_testing_pdf1_2.png?,12/20/2013
45A_46A_47A_testing_pdf1_13.png,extract the lc date in the AirWay Bill document for the document name 45A_46A_47A_testing_pdf1_13.png?,12/20/2013
45A_46A_47A_testing_pdf1_1.png,extract the document page no in the AirWay Bill document for the document name 45A_46A_47A_testing_pdf1_1.png?,1
45A_46A_47A_testing_pdf1_2.png,extract the document page no in the AirWay Bill document for the document name 45A_46A_47A_testing_pdf1_2.png?,1
45A_46A_47A_testing_pdf1_13.png,extract the document page no in the AirWay Bill document for the document name 45A_46A_47A_testing_pdf1_13.png?,1
45A_46A_47A_testing_pdf1_1.png,extract the transaction date in the AirWay Bill document for the document name 45A_46A_47A_testing_pdf1_1.png?,12/20/2013
45A_46A_47A_testing_pdf1_2.png,extract the transaction date in the AirWay Bill document for the document name 45A_46A_47A_testing_pdf1_2.png?,12/20/2013
45A_46A_47A_testing_pdf1_13.png,extract the transaction date in the AirWay Bill document for the document name 45A_46A_47A_testing_pdf1_13.png?,12/20/2013
45A_46A_47A_testing_pdf1_1.png,extract the goods description in the AirWay Bill document for the document name 45A_46A_47A_testing_pdf1_1.png?,RUBBER CONTACT
45A_46A_47A_testing_pdf1_2.png,extract the goods description in the AirWay Bill document for the document name 45A_46A_47A_testing_pdf1_2.png?,RUBBER CONTACT
45A_46A_47A_testing_pdf1_13.png,extract the goods description in the AirWay Bill document for the document name 45A_46A_47A_testing_pdf1_13.png?,RUBBER CONTACT
45A_46A_47A_testing_pdf1_1.png,extract the invoice date in the AirWay Bill document for the document name 45A_46A_47A_testing_pdf1_1.png?,08/22/2012
45A_46A_47A_testing_pdf1_2.png,extract the invoice date in the AirWay Bill document for the document name 45A_46A_47A_testing_pdf1_2.png?,22AUG 12
45A_46A_47A_testing_pdf1_13.png,extract the invoice date in the AirWay Bill document for the document name 45A_46A_47A_testing_pdf1_13.png?,08/22/2012
45A_46A_47A_testing_pdf1_1.png,extract the agent address in the AirWay Bill document for the document name 45A_46A_47A_testing_pdf1_1.png?,HONGKONG
45A_46A_47A_testing_pdf1_2.png,extract the agent address in the AirWay Bill document for the document name 45A_46A_47A_testing_pdf1_2.png?,HONGKONG
45A_46A_47A_testing_pdf1_13.png,extract the agent address in the AirWay Bill document for the document name 45A_46A_47A_testing_pdf1_13.png?,HONGKONG
45A_46A_47A_testing_pdf1_2.png,extract the signed by agent in the AirWay Bill document for the document name 45A_46A_47A_testing_pdf1_2.png?,TRANSPOLE
45A_46A_47A_testing_pdf1_1.png,extract the carrier name in the AirWay Bill document for the document name 45A_46A_47A_testing_pdf1_1.png?,TRANSPOLE LOGISTICS PRIVATE LIMITED~AIRWAYS
45A_46A_47A_testing_pdf1_2.png,extract the carrier name in the AirWay Bill document for the document name 45A_46A_47A_testing_pdf1_2.png?,TRANSPOLE LOGISTICS PRIVATE LIMITED~AIRWAYS
45A_46A_47A_testing_pdf1_13.png,extract the carrier name in the AirWay Bill document for the document name 45A_46A_47A_testing_pdf1_13.png?,TRANSPOLE LOGISTICS PRIVATE LIMITED~AIRWAYS
45A_46A_47A_testing_pdf1_1.png,extract the freight collect or prepaid in the AirWay Bill document for the document name 45A_46A_47A_testing_pdf1_1.png?,FREIGHT PREPAID
45A_46A_47A_testing_pdf1_2.png,extract the freight collect or prepaid in the AirWay Bill document for the document name 45A_46A_47A_testing_pdf1_2.png?,FREIGHT PREPAID
45A_46A_47A_testing_pdf1_13.png,extract the freight collect or prepaid in the AirWay Bill document for the document name 45A_46A_47A_testing_pdf1_13.png?,FREIGHT PREPAID
45A_46A_47A_testing_pdf1_1.png,extract the final destination country in the AirWay Bill document for the document name 45A_46A_47A_testing_pdf1_1.png?,HONG KONG
